"","year","marital","age","race","rincome","partyid","relig","denom","tvhours"
"18835",2012,"Married",62,"White","Not applicable","Ind,near rep","Protestant","Baptist-dk which",NA
"18836",2012,"Never married",55,"White","$20000 - 24999","Strong republican","Protestant","Other",3
"18837",2012,"Married",71,"White","Not applicable","Not str republican","Protestant","United methodist",2
"18838",2012,"Married",71,"White","Not applicable","Strong democrat","Protestant","Other",24
"18839",2012,"Never married",33,"White","$25000 or more","Ind,near dem","Christian","Not applicable",5
"18840",2012,"Married",56,"White","Not applicable","Strong democrat","Christian","Not applicable",4
"18841",2012,"Married",44,"White","$25000 or more","Ind,near dem","Protestant","No denomination",NA
"18842",2012,"Divorced",51,"White","$15000 - 19999","Strong democrat","Protestant","Baptist-dk which",2
"18843",2012,"Married",64,"White","Not applicable","Independent","None","Not applicable",5
"18844",2012,"Married",76,"White","Not applicable","Not str democrat","Protestant","Southern baptist",7
"18845",2012,"Divorced",54,"White","Refused","Independent","Protestant","Am baptist asso",NA
"18846",2012,"Married",56,"White","Refused","Strong democrat","Protestant","Other",6
"18847",2012,"Married",89,"White","Not applicable","Not str democrat","Protestant","United methodist",2
"18848",2012,"Married",36,"White","$5000 to 5999","Strong republican","Protestant","Baptist-dk which",NA
"18849",2012,"Widowed",87,"White","Not applicable","Not str republican","Protestant","United methodist",2
"18850",2012,"Married",44,"White","$15000 - 19999","Independent","Protestant","Other",NA
"18851",2012,"Married",26,"White","$20000 - 24999","Strong democrat","Protestant","Baptist-dk which",NA
"18852",2012,"Married",25,"White","$10000 - 14999","Ind,near rep","Christian","Not applicable",3
"18853",2012,"Married",60,"Other","$10000 - 14999","Strong democrat","Protestant","Baptist-dk which",NA
"18854",2012,"Married",47,"Black","$25000 or more","Strong democrat","Protestant","Baptist-dk which",4
"18855",2012,"Widowed",74,"White","Not applicable","Not str republican","Protestant","Baptist-dk which",NA
"18856",2012,"Never married",28,"Black","$25000 or more","Not str democrat","Protestant","Southern baptist",3
"18857",2012,"Divorced",54,"Black","Not applicable","Strong democrat","Protestant","Other",NA
"18858",2012,"Widowed",66,"Black","$25000 or more","Strong democrat","Catholic","Not applicable",1
"18859",2012,"Divorced",66,"Black","Not applicable","Strong democrat","Protestant","Am bapt ch in usa",NA
"18860",2012,"Divorced",31,"White","$1000 to 2999","Independent","Protestant","Am baptist asso",NA
"18861",2012,"Married",44,"Black","$10000 - 14999","Not str democrat","Protestant","Baptist-dk which",10
"18862",2012,"Married",45,"White","$25000 or more","Not str republican","Protestant","Southern baptist",NA
"18863",2012,"Divorced",51,"White","Not applicable","Strong democrat","Protestant","United methodist",NA
"18864",2012,"Divorced",61,"Black","Not applicable","Strong democrat","Protestant","Baptist-dk which",NA
"18865",2012,"Never married",23,"Black","$25000 or more","Strong democrat","None","Not applicable",NA
"18866",2012,"Separated",33,"White","$20000 - 24999","Independent","None","Not applicable",4
"18867",2012,"Married",77,"White","Not applicable","Not str republican","Protestant","Other",NA
"18868",2012,"Never married",28,"White","$20000 - 24999","Ind,near rep","Protestant","Other baptists",3
"18869",2012,"Married",55,"Black","Not applicable","Strong democrat","Protestant","Other",8
"18870",2012,"Married",56,"White","$1000 to 2999","Strong democrat","Protestant","Other",2
"18871",2012,"Never married",29,"Other","$10000 - 14999","Ind,near rep","Catholic","Not applicable",NA
"18872",2012,"Never married",19,"White","Not applicable","Not str republican","Protestant","Southern baptist",1
"18873",2012,"Divorced",61,"White","$25000 or more","Ind,near rep","Protestant","Southern baptist",NA
"18874",2012,"Married",31,"Other","$3000 to 3999","Independent","Protestant","Other",1
"18875",2012,"Never married",25,"Other","$1000 to 2999","Other party","None","Not applicable",NA
"18876",2012,"Married",68,"White","Not applicable","Not str democrat","Protestant","United methodist",4
"18877",2012,"Never married",62,"Black","$10000 - 14999","Strong democrat","Protestant","Southern baptist",4
"18878",2012,"Married",56,"White","Don't know","Ind,near rep","Protestant","United methodist",3
"18879",2012,"Never married",52,"Black","Not applicable","Strong democrat","Protestant","Southern baptist",NA
"18880",2012,"Separated",39,"Black","$15000 - 19999","Strong republican","Protestant","Southern baptist",3
"18881",2012,"Separated",57,"Black","Not applicable","Strong democrat","Protestant","Southern baptist",4
"18882",2012,"Widowed",65,"Black","Not applicable","Strong democrat","None","Not applicable",7
"18883",2012,"Separated",24,"White","$1000 to 2999","Ind,near dem","Protestant","Southern baptist",4
"18884",2012,"Married",43,"Black","$7000 to 7999","Strong democrat","Protestant","Southern baptist",NA
"18885",2012,"Never married",23,"White","Not applicable","Ind,near dem","Protestant","Southern baptist",3
"18886",2012,"Divorced",57,"Black","Not applicable","Strong democrat","Protestant","Afr meth episcopal",2
"18887",2012,"Never married",39,"Black","Not applicable","Independent","Protestant","Southern baptist",NA
"18888",2012,"Never married",21,"Black","Not applicable","Strong republican","None","Not applicable",3
"18889",2012,"Widowed",67,"White","Not applicable","Independent","Protestant","Southern baptist",4
"18890",2012,"Divorced",66,"White","Not applicable","Strong republican","Protestant","Southern baptist",4
"18891",2012,"Never married",23,"White","Not applicable","Not str republican","Protestant","Southern baptist",3
"18892",2012,"Divorced",41,"Black","$25000 or more","Strong democrat","Protestant","Southern baptist",NA
"18893",2012,"Married",48,"White","Refused","Not str republican","Protestant","Southern baptist",2
"18894",2012,"Married",41,"White","Refused","Ind,near rep","Protestant","Southern baptist",2
"18895",2012,"Married",61,"Black","Not applicable","Strong democrat","Protestant","Southern baptist",NA
"18896",2012,"Married",56,"White","$10000 - 14999","Not str democrat","Protestant","Southern baptist",4
"18897",2012,"Never married",34,"Black","Not applicable","Not str democrat","Protestant","Southern baptist",18
"18898",2012,"Divorced",56,"White","$25000 or more","Not str republican","Catholic","Not applicable",2
"18899",2012,"Married",47,"White","$25000 or more","Not str republican","Catholic","Not applicable",4
"18900",2012,"Widowed",44,"White","Not applicable","Independent","Christian","Not applicable",2
"18901",2012,"Never married",30,"White","$15000 - 19999","Independent","None","Not applicable",NA
"18902",2012,"Married",73,"White","Not applicable","Strong republican","Protestant","Other methodist",4
"18903",2012,"Widowed",81,"White","Not applicable","Independent","Protestant","Other",NA
"18904",2012,"Widowed",70,"White","Not applicable","Not str republican","None","Not applicable",4
"18905",2012,"Never married",33,"White","$25000 or more","Independent","None","Not applicable",2
"18906",2012,"Never married",21,"White","$7000 to 7999","Not str democrat","Protestant","Methodist-dk which",NA
"18907",2012,"Married",39,"White","$25000 or more","Independent","Protestant","Other",2
"18908",2012,"Divorced",65,"White","Not applicable","Strong democrat","None","Not applicable",4
"18909",2012,"Married",34,"White","$25000 or more","Ind,near dem","Protestant","Methodist-dk which",NA
"18910",2012,"Married",73,"White","Not applicable","Strong democrat","Protestant","Southern baptist",NA
"18911",2012,"Married",32,"White","Refused","Independent","Protestant","Lutheran-dk which",1
"18912",2012,"Divorced",44,"White","$4000 to 4999","Not str democrat","Catholic","Not applicable",NA
"18913",2012,"Divorced",66,"White","Not applicable","Ind,near dem","Protestant","United methodist",6
"18914",2012,"Never married",30,"Black","$1000 to 2999","Independent","Protestant","Other",NA
"18915",2012,"Divorced",31,"White","Not applicable","Independent","Protestant","Lutheran-dk which",0
"18916",2012,"Never married",21,"Black","Not applicable","Ind,near dem","None","Not applicable",6
"18917",2012,"Divorced",50,"White","$25000 or more","Strong republican","Protestant","Methodist-dk which",NA
"18918",2012,"Divorced",49,"Black","$25000 or more","Not str democrat","Protestant","Methodist-dk which",7
"18919",2012,"Married",71,"White","$20000 - 24999","Strong republican","Christian","Not applicable",NA
"18920",2012,"Married",53,"White","Don't know","Other party","None","Not applicable",4
"18921",2012,"Married",58,"White","$25000 or more","Not str democrat","Catholic","Not applicable",NA
"18922",2012,"Never married",40,"White","$15000 - 19999","Strong democrat","None","Not applicable",0
"18923",2012,"Married",45,"White","$20000 - 24999","Ind,near dem","None","Not applicable",0
"18924",2012,"Divorced",62,"White","$25000 or more","Independent","Christian","Not applicable",3
"18925",2012,"Never married",28,"White","$20000 - 24999","Not str republican","Catholic","Not applicable",NA
"18926",2012,"Widowed",74,"White","Not applicable","Ind,near rep","Protestant","United methodist",4
"18927",2012,"Married",60,"White","$25000 or more","Ind,near rep","Catholic","Not applicable",NA
"18928",2012,"Divorced",42,"White","$25000 or more","Strong democrat","Protestant","No denomination",2
"18929",2012,"Married",36,"White","$25000 or more","Other party","None","Not applicable",NA
"18930",2012,"Married",50,"White","$25000 or more","Not str democrat","Protestant","Baptist-dk which",2
"18931",2012,"Married",63,"White","Not applicable","Strong democrat","Protestant","Other",NA
"18932",2012,"Never married",20,"White","$6000 to 6999","Independent","None","Not applicable",NA
"18933",2012,"Divorced",71,"White","Not applicable","Not str republican","Catholic","Not applicable",6
"18934",2012,"Widowed",50,"Other","$6000 to 6999","Not str democrat","Protestant","Baptist-dk which",2
"18935",2012,"Never married",23,"White","Not applicable","Independent","None","Not applicable",0
"18936",2012,"Married",65,"White","$25000 or more","Strong democrat","None","Not applicable",1
"18937",2012,"Widowed",60,"White","Not applicable","Independent","Protestant","No denomination",NA
"18938",2012,"Married",69,"White","Not applicable","Strong republican","Jewish","Not applicable",1
"18939",2012,"Divorced",78,"White","Not applicable","Not str republican","Protestant","Other",NA
"18940",2012,"Never married",25,"Other","Not applicable","Independent","Catholic","Not applicable",10
"18941",2012,"Never married",61,"Other","$10000 - 14999","Not str democrat","None","Not applicable",3
"18942",2012,"Never married",53,"Other","Not applicable","Strong democrat","Catholic","Not applicable",NA
"18943",2012,"Married",48,"White","$25000 or more","Ind,near rep","Catholic","Not applicable",4
"18944",2012,"Never married",37,"Other","$15000 - 19999","Independent","Catholic","Not applicable",4
"18945",2012,"Never married",22,"Other","Not applicable","Ind,near dem","Protestant","Presbyterian-dk wh",NA
"18946",2014,"Divorced",53,"White","$25000 or more","Not str republican","Catholic","Not applicable",NA
"18947",2014,"Married",26,"White","$25000 or more","Not str republican","Catholic","Not applicable",NA
"18948",2014,"Divorced",59,"White","Not applicable","Strong republican","Protestant","Lutheran-mo synod",4
"18949",2014,"Married",56,"White","$10000 - 14999","Not str republican","Catholic","Not applicable",2
"18950",2014,"Married",74,"White","Not applicable","Independent","Catholic","Not applicable",NA
"18951",2014,"Married",56,"White","$25000 or more","Strong republican","Protestant","Episcopal",1
"18952",2014,"Married",63,"White","Refused","Strong republican","Catholic","Not applicable",4
"18953",2014,"Married",34,"White","$25000 or more","Don't know","Catholic","Not applicable",2
"18954",2014,"Never married",37,"White","Not applicable","Independent","Catholic","Not applicable",NA
"18955",2014,"Married",30,"Other","$25000 or more","Independent","Catholic","Not applicable",NA
"18956",2014,"Married",43,"Other","Not applicable","Independent","Catholic","Not applicable",NA
"18957",2014,"Never married",56,"White","Not applicable","Independent","Catholic","Not applicable",10
"18958",2014,"Divorced",69,"White","Not applicable","Independent","Protestant","No denomination",4
"18959",2014,"Married",40,"White","$20000 - 24999","Not str democrat","Catholic","Not applicable",2
"18960",2014,"Never married",25,"White","$25000 or more","Independent","Catholic","Not applicable",0
"18961",2014,"Married",56,"White","$20000 - 24999","Strong republican","Catholic","Not applicable",6
"18962",2014,"Divorced",51,"Other","$25000 or more","Not str democrat","Protestant","No denomination",NA
"18963",2014,"Never married",46,"White","$25000 or more","Independent","None","Not applicable",NA
"18964",2014,"Married",51,"White","$20000 - 24999","Ind,near rep","Protestant","Am baptist asso",2
"18965",2014,"Divorced",39,"Other","$6000 to 6999","Not str democrat","Christian","No denomination",NA
"18966",2014,"Divorced",30,"Black","$20000 - 24999","Independent","Protestant","Presbyterian c in us",1
"18967",2014,"Never married",36,"White","Not applicable","Ind,near rep","Christian","No denomination",3
"18968",2014,"Separated",42,"White","Not applicable","Not str democrat","Catholic","Not applicable",NA
"18969",2014,"Never married",38,"Other","Not applicable","Not str democrat","None","Not applicable",NA
"18970",2014,"Never married",38,"White","$25000 or more","Strong democrat","Catholic","Not applicable",NA
"18971",2014,"Never married",28,"Black","Not applicable","Ind,near dem","None","Not applicable",NA
"18972",2014,"Separated",35,"White","$20000 - 24999","Independent","Catholic","Not applicable",2
"18973",2014,"Married",57,"White","$25000 or more","Not str republican","Catholic","Not applicable",1
"18974",2014,"Married",50,"White","$25000 or more","Ind,near dem","Protestant","Luth ch in america",NA
"18975",2014,"Divorced",54,"White","$25000 or more","Ind,near dem","None","Not applicable",NA
"18976",2014,"Married",NA,"White","Not applicable","Independent","None","Not applicable",3
"18977",2014,"Divorced",61,"White","$25000 or more","Ind,near dem","Catholic","Not applicable",3
"18978",2014,"Never married",54,"White","Refused","Not str republican","Catholic","Not applicable",2
"18979",2014,"Married",47,"White","Refused","No answer","Moslem/islam","Not applicable",NA
"18980",2014,"Married",53,"Other","Not applicable","Not str democrat","Catholic","Not applicable",4
"18981",2014,"Married",37,"Black","$20000 - 24999","Independent","None","Not applicable",NA
"18982",2014,"Never married",38,"Other","$8000 to 9999","Independent","Catholic","Not applicable",4
"18983",2014,"Divorced",31,"White","$25000 or more","Ind,near rep","None","Not applicable",0
"18984",2014,"Widowed",69,"White","Don't know","Not str republican","None","Not applicable",NA
"18985",2014,"Married",35,"White","$25000 or more","Not str democrat","Catholic","Not applicable",NA
"18986",2014,"Married",61,"White","Refused","Ind,near rep","Protestant","United methodist",2
"18987",2014,"Married",80,"White","Not applicable","Strong republican","Catholic","Not applicable",2
"18988",2014,"Never married",59,"White","Not applicable","Independent","Protestant","Other",3
"18989",2014,"Never married",26,"White","$25000 or more","Ind,near dem","None","Not applicable",3
"18990",2014,"Separated",50,"White","$25000 or more","Strong republican","Catholic","Not applicable",NA
"18991",2014,"Never married",43,"Black","$25000 or more","Strong democrat","Protestant","Baptist-dk which",NA
"18992",2014,"Never married",30,"White","$25000 or more","Not str republican","Catholic","Not applicable",3
"18993",2014,"Married",59,"White","$25000 or more","Not str democrat","Catholic","Not applicable",1
"18994",2014,"Married",32,"White","$25000 or more","Not str democrat","None","Not applicable",2
"18995",2014,"Married",32,"Other","$25000 or more","Not str democrat","Catholic","Not applicable",4
"18996",2014,"Married",52,"White","$25000 or more","Independent","None","Not applicable",0
"18997",2014,"Married",42,"White","$25000 or more","Strong democrat","None","Not applicable",NA
"18998",2014,"Married",29,"Other","$25000 or more","Strong democrat","None","Not applicable",NA
"18999",2014,"Widowed",81,"White","Not applicable","Independent","Jewish","Not applicable",3
"19000",2014,"Married",51,"Other","$25000 or more","Not str republican","Buddhism","Not applicable",1
"19001",2014,"Never married",24,"Black","$1000 to 2999","Strong democrat","Protestant","Baptist-dk which",1
"19002",2014,"Widowed",63,"White","Not applicable","Not str republican","Jewish","Not applicable",NA
"19003",2014,"Never married",44,"White","$25000 or more","Not str democrat","Protestant","No denomination",NA
"19004",2014,"Never married",56,"White","$25000 or more","Strong republican","Catholic","Not applicable",2
"19005",2014,"Married",43,"Other","Not applicable","Strong democrat","Catholic","Not applicable",NA
"19006",2014,"Never married",51,"White","$20000 - 24999","Not str democrat","None","Not applicable",NA
"19007",2014,"Never married",32,"Other","$20000 - 24999","Ind,near dem","None","Not applicable",1
"19008",2014,"Married",47,"Other","$25000 or more","Not str democrat","None","Not applicable",NA
"19009",2014,"Never married",47,"Other","$25000 or more","Ind,near dem","Catholic","Not applicable",NA
"19010",2014,"Married",34,"Other","$25000 or more","Independent","Buddhism","Not applicable",0
"19011",2014,"Married",69,"White","$25000 or more","Strong democrat","None","Not applicable",NA
"19012",2014,"Married",65,"White","$25000 or more","Not str republican","Jewish","Not applicable",NA
"19013",2014,"Divorced",57,"White","$25000 or more","Independent","Catholic","Not applicable",1
"19014",2014,"Never married",24,"White","Not applicable","Not str republican","Catholic","Not applicable",NA
"19015",2014,"Never married",32,"White","$20000 - 24999","Strong republican","Catholic","Not applicable",NA
"19016",2014,"Divorced",51,"White","Not applicable","Ind,near dem","Catholic","Not applicable",3
"19017",2014,"Married",66,"White","$25000 or more","Strong democrat","None","Not applicable",NA
"19018",2014,"Married",51,"White","$25000 or more","Independent","Jewish","Not applicable",2
"19019",2014,"Married",27,"White","Refused","Independent","None","Not applicable",1
"19020",2014,"Married",39,"White","$25000 or more","Strong democrat","Buddhism","Not applicable",NA
"19021",2014,"Married",41,"Other","Not applicable","Independent","Other","Not applicable",NA
"19022",2014,"Married",54,"White","$25000 or more","Not str democrat","Catholic","Not applicable",NA
"19023",2014,"Divorced",58,"White","$25000 or more","Strong democrat","Jewish","Not applicable",NA
"19024",2014,"Married",43,"Other","Not applicable","Independent","None","Not applicable",NA
"19025",2014,"Never married",55,"Other","Not applicable","Ind,near dem","Catholic","Not applicable",4
"19026",2014,"Married",51,"Other","$8000 to 9999","Ind,near dem","Catholic","Not applicable",5
"19027",2014,"Never married",40,"Other","Not applicable","Ind,near dem","Catholic","Not applicable",NA
"19028",2014,"Separated",35,"Black","Not applicable","Ind,near dem","Catholic","Not applicable",NA
"19029",2014,"Married",43,"Other","Not applicable","Independent","Christian","No denomination",6
"19030",2014,"Never married",36,"Black","Not applicable","Not str democrat","None","Not applicable",NA
"19031",2014,"Never married",30,"Other","Not applicable","Strong democrat","Catholic","Not applicable",2
"19032",2014,"Never married",56,"Black","Not applicable","Not str democrat","Protestant","Other baptists",3
"19033",2014,"Married",41,"Black","$25000 or more","Not str democrat","Catholic","Not applicable",NA
"19034",2014,"Never married",25,"White","$25000 or more","Strong democrat","Protestant","Am bapt ch in usa",6
"19035",2014,"Never married",48,"Black","$25000 or more","Independent","Protestant","Other",NA
"19036",2014,"Never married",45,"White","$25000 or more","Not str republican","Moslem/islam","Not applicable",2
"19037",2014,"Married",72,"Black","Not applicable","Independent","Protestant","Other",2
"19038",2014,"Married",27,"Black","$25000 or more","Strong democrat","Protestant","No denomination",NA
"19039",2014,"Never married",24,"White","$15000 - 19999","Independent","None","Not applicable",4
"19040",2014,"Divorced",40,"Other","Not applicable","Not str democrat","Protestant","United methodist",3
"19041",2014,"Never married",26,"Black","$25000 or more","Not str democrat","Catholic","Not applicable",2
"19042",2014,"Separated",28,"Other","Not applicable","Not str democrat","Protestant","Other",4
"19043",2014,"Never married",37,"Black","$15000 - 19999","Ind,near dem","Protestant","Other",NA
"19044",2014,"No answer",NA,"Black","Refused","No answer","Other","Not applicable",NA
"19045",2014,"Widowed",62,"Black","Not applicable","Strong democrat","Protestant","Other baptists",4
"19046",2014,"Never married",43,"Black","$25000 or more","Strong democrat","Protestant","No denomination",4
"19047",2014,"Never married",32,"White","$25000 or more","Ind,near dem","None","Not applicable",1
"19048",2014,"Widowed",65,"Black","$25000 or more","Strong democrat","Protestant","Episcopal",NA
"19049",2014,"Married",32,"White","$25000 or more","Ind,near dem","Catholic","Not applicable",2
"19050",2014,"Married",51,"White","Refused","Ind,near dem","Other","Not applicable",2
"19051",2014,"Married",41,"White","$25000 or more","Independent","None","Not applicable",2
"19052",2014,"Widowed",81,"White","Not applicable","Strong republican","Protestant","No denomination",3
"19053",2014,"Divorced",74,"White","Not applicable","Not str democrat","Protestant","Baptist-dk which",2
"19054",2014,"Married",42,"White","$25000 or more","Ind,near rep","None","Not applicable",1
"19055",2014,"Married",45,"White","Refused","Not str republican","Catholic","Not applicable",2
"19056",2014,"Never married",23,"Black","Not applicable","Independent","Protestant","Other",2
"19057",2014,"Never married",26,"Other","$10000 - 14999","Independent","Catholic","Not applicable",3
"19058",2014,"Married",29,"Other","$25000 or more","Independent","None","Not applicable",0
"19059",2014,"Never married",28,"Other","$20000 - 24999","Ind,near dem","None","Not applicable",NA
"19060",2014,"Married",60,"White","Not applicable","Not str democrat","Catholic","Not applicable",2
"19061",2014,"Never married",35,"White","$25000 or more","Ind,near dem","Christian","No denomination",1
"19062",2014,"Married",38,"Other","Not applicable","Strong democrat","None","Not applicable",1
"19063",2014,"Never married",30,"Other","$25000 or more","Strong democrat","None","Not applicable",3
"19064",2014,"Married",44,"Other","$25000 or more","No answer","No answer","No answer",1
"19065",2014,"Never married",58,"White","$25000 or more","Ind,near dem","None","Not applicable",4
"19066",2014,"Never married",41,"White","Not applicable","Ind,near dem","None","Not applicable",NA
"19067",2014,"Never married",61,"White","Not applicable","Not str democrat","Jewish","Not applicable",NA
"19068",2014,"Never married",56,"White","$20000 - 24999","Strong democrat","Catholic","Not applicable",NA
"19069",2014,"Widowed",79,"White","Not applicable","Not str democrat","Catholic","Not applicable",1
"19070",2014,"Never married",32,"White","$25000 or more","Not str democrat","None","Not applicable",NA
"19071",2014,"Divorced",68,"White","Not applicable","Independent","None","Not applicable",0
"19072",2014,"Widowed",89,"White","Not applicable","Ind,near dem","None","Not applicable",NA
"19073",2014,"Married",38,"Other","$25000 or more","Not str republican","Hinduism","Not applicable",NA
"19074",2014,"Never married",29,"Black","$25000 or more","No answer","No answer","No answer",2
"19075",2014,"Widowed",77,"Black","Not applicable","Strong democrat","Protestant","Other",2
"19076",2014,"Separated",47,"Black","$20000 - 24999","Strong democrat","Protestant","Southern baptist",NA
"19077",2014,"Married",53,"Black","$25000 or more","Ind,near dem","None","Not applicable",1
"19078",2014,"Divorced",54,"Black","$25000 or more","Strong democrat","Protestant","Baptist-dk which",3
"19079",2014,"Divorced",64,"Black","$25000 or more","Strong democrat","Protestant","No denomination",NA
"19080",2014,"Never married",62,"White","Not applicable","Ind,near dem","Protestant","Other",NA
"19081",2014,"Never married",30,"White","$25000 or more","Not str democrat","Catholic","Not applicable",1
"19082",2014,"Married",61,"White","$25000 or more","Strong republican","Jewish","Not applicable",3
"19083",2014,"Never married",63,"White","Not applicable","Other party","Jewish","Not applicable",2
"19084",2014,"Married",41,"White","$25000 or more","Not str democrat","Catholic","Not applicable",2
"19085",2014,"Married",57,"Other","$25000 or more","Independent","None","Not applicable",3
"19086",2014,"Never married",29,"White","$10000 - 14999","Not str republican","None","Not applicable",1
"19087",2014,"Married",40,"White","$25000 or more","Strong republican","Catholic","Not applicable",NA
"19088",2014,"Never married",21,"White","$20000 - 24999","Independent","Catholic","Not applicable",2
"19089",2014,"Married",55,"White","$25000 or more","Independent","Christian","No denomination",NA
"19090",2014,"Widowed",81,"White","Not applicable","Strong republican","Catholic","Not applicable",NA
"19091",2014,"Married",38,"White","$25000 or more","Not str democrat","Protestant","No denomination",NA
"19092",2014,"Separated",37,"White","$8000 to 9999","Other party","None","Not applicable",NA
"19093",2014,"Married",45,"White","Not applicable","Strong democrat","None","Not applicable",NA
"19094",2014,"Never married",37,"Black","$25000 or more","Ind,near dem","Protestant","Other",4
"19095",2014,"Divorced",55,"Other","Refused","Independent","No answer","No answer",0
"19096",2014,"Divorced",74,"White","$10000 - 14999","Independent","None","Not applicable",NA
"19097",2014,"Never married",84,"White","Not applicable","Not str democrat","Protestant","Presbyterian c in us",NA
"19098",2014,"Married",54,"White","$25000 or more","Independent","Jewish","Not applicable",NA
"19099",2014,"Never married",23,"Black","$6000 to 6999","Independent","None","Not applicable",2
"19100",2014,"Married",25,"Other","$4000 to 4999","Strong democrat","Catholic","Not applicable",2
"19101",2014,"Divorced",81,"White","Not applicable","Strong democrat","None","Not applicable",3
"19102",2014,"Married",48,"White","$25000 or more","Ind,near rep","Catholic","Not applicable",1
"19103",2014,"Never married",46,"White","Not applicable","Strong republican","Catholic","Not applicable",2
"19104",2014,"Married",51,"Other","$25000 or more","Not str democrat","Catholic","Not applicable",NA
"19105",2014,"Widowed",86,"Black","Not applicable","Strong democrat","Protestant","Afr meth ep zion",5
"19106",2014,"Married",54,"Other","$25000 or more","Strong democrat","Catholic","Not applicable",NA
"19107",2014,"Never married",45,"White","$25000 or more","Independent","No answer","No answer",3
"19108",2014,"Widowed",75,"White","Not applicable","Ind,near dem","Catholic","Not applicable",NA
"19109",2014,"Never married",23,"White","$25000 or more","Ind,near dem","None","Not applicable",1
"19110",2014,"Divorced",63,"White","$25000 or more","Strong democrat","Catholic","Not applicable",NA
"19111",2014,"Divorced",82,"White","Not applicable","Ind,near dem","Catholic","Not applicable",NA
"19112",2014,"Divorced",50,"White","Not applicable","Independent","Other","Not applicable",1
"19113",2014,"Divorced",83,"White","Not applicable","Not str republican","Catholic","Not applicable",2
"19114",2014,"Married",67,"White","Not applicable","Strong democrat","Protestant","Methodist-dk which",2
"19115",2014,"Married",84,"White","Not applicable","Ind,near rep","Protestant","No denomination",2
"19116",2014,"Divorced",59,"Black","Lt $1000","Strong democrat","Protestant","Methodist-dk which",NA
"19117",2014,"Never married",45,"White","$25000 or more","Strong democrat","None","Not applicable",NA
"19118",2014,"Married",55,"White","$25000 or more","Not str republican","None","Not applicable",NA
"19119",2014,"Divorced",62,"White","Not applicable","Not str republican","Orthodox-christian","Not applicable",10
"19120",2014,"Divorced",77,"White","Not applicable","Independent","Orthodox-christian","Not applicable",3
"19121",2014,"Never married",46,"White","$25000 or more","Ind,near dem","None","Not applicable",2
"19122",2014,"Divorced",59,"White","Not applicable","Independent","None","Not applicable",NA
"19123",2014,"Never married",20,"Black","$3000 to 3999","Ind,near dem","None","Not applicable",NA
"19124",2014,"Separated",63,"White","$25000 or more","Strong democrat","Christian","No denomination",NA
"19125",2014,"Divorced",71,"White","$10000 - 14999","Not str republican","None","Not applicable",2
"19126",2014,"Never married",37,"Other","$25000 or more","Ind,near dem","None","Not applicable",4
"19127",2014,"Married",27,"White","Not applicable","Independent","Catholic","Not applicable",1
"19128",2014,"Married",26,"White","Not applicable","Independent","Catholic","Not applicable",NA
"19129",2014,"Never married",46,"White","$3000 to 3999","Ind,near dem","None","Not applicable",7
"19130",2014,"Never married",56,"White","Not applicable","Independent","Protestant","Other",4
"19131",2014,"Divorced",45,"Other","$25000 or more","Not str democrat","Catholic","Not applicable",NA
"19132",2014,"Divorced",62,"White","$25000 or more","Not str democrat","Catholic","Not applicable",2
"19133",2014,"Never married",24,"Black","Not applicable","Independent","Protestant","Baptist-dk which",1
"19134",2014,"Divorced",48,"Black","$25000 or more","Ind,near dem","Inter-nondenominational","Not applicable",4
"19135",2014,"Never married",31,"Black","$25000 or more","Ind,near rep","Christian","No denomination",NA
"19136",2014,"Never married",37,"Black","$25000 or more","Strong democrat","Protestant","Southern baptist",NA
"19137",2014,"Never married",35,"Black","$20000 - 24999","Strong democrat","Christian","No denomination",5
"19138",2014,"Never married",26,"White","Not applicable","Not str democrat","Catholic","Not applicable",NA
"19139",2014,"Married",54,"White","$6000 to 6999","Ind,near dem","None","Not applicable",NA
"19140",2014,"Never married",36,"White","$25000 or more","Strong democrat","None","Not applicable",0
"19141",2014,"Married",79,"White","Not applicable","Ind,near rep","Protestant","Baptist-dk which",NA
"19142",2014,"Divorced",78,"Black","Not applicable","Strong democrat","Protestant","Other",3
"19143",2014,"Never married",27,"White","$20000 - 24999","Ind,near dem","Catholic","Not applicable",NA
"19144",2014,"Never married",20,"Other","$6000 to 6999","Ind,near dem","Catholic","Not applicable",1
"19145",2014,"Married",41,"White","$25000 or more","Not str republican","Protestant","No denomination",NA
"19146",2014,"Divorced",63,"White","Not applicable","Ind,near rep","Protestant","No denomination",NA
"19147",2014,"Never married",25,"Black","$10000 - 14999","Not str democrat","Protestant","No denomination",NA
"19148",2014,"Married",32,"White","Not applicable","Not str democrat","None","Not applicable",4
"19149",2014,"Never married",34,"Black","Not applicable","Not str democrat","Christian","No denomination",6
"19150",2014,"Married",46,"Other","$25000 or more","Ind,near dem","Protestant","Other",1
"19151",2014,"Married",50,"White","$20000 - 24999","Independent","Catholic","Not applicable",14
"19152",2014,"Separated",34,"Other","$25000 or more","Ind,near dem","Catholic","Not applicable",2
"19153",2014,"Never married",22,"White","Not applicable","Independent","None","Not applicable",NA
"19154",2014,"Married",35,"White","$25000 or more","Not str democrat","Catholic","Not applicable",1
"19155",2014,"Married",41,"White","Not applicable","Ind,near dem","Catholic","Not applicable",0
"19156",2014,"Married",53,"White","$8000 to 9999","Independent","Catholic","Not applicable",3
"19157",2014,"Married",54,"White","Not applicable","Not str republican","Catholic","Not applicable",2
